Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
21,No,Travel_Rarely,1379,Research & Development,28,3,Life Sciences,1,452,3,Male,64,4,2,Laboratory Technician,3,Married,4521,14024,0,Y,No,21,3,1,80,0,13,2,3,5,5,5,5
38,No,Travel_Rarely,1018,Sales,24,4,Medical,1,453,3,Male,85,2,3,Sales Executive,1,Single,7158,12902,0,Y,No,11,3,3,80,1,24,1,2,11,0,11,2
28,No,Travel_Rarely,806,Sales,16,3,Medical,1,454,1,Female,68,3,3,Sales Executive,2,Married,6846,4110,0,Y,No,19,4,3,80,0,6,3,3,6,6,6,6
36,No,Travel_Rarely,1357,Research & Development,28,4,Life Sciences,1,455,4,Female,78,1,4,Manager,3,Divorced,13661,20596,0,Y,No,18,4,3,80,3,16,0,3,5,5,1,5
35,No,Travel_Rarely,389,Sales,8,3,Other,1,456,3,Male,62,3,3,Sales Executive,4,Single,6447,22910,4,Y,No,13,4,3,80,1,25,4,2,12,12,12,12
48,No,Travel_Rarely,1485,Sales,3,3,Medical,1,457,3,Male,68,3,3,Sales Executive,1,Divorced,7712,23520,1,Y,No,21,3,3,80,0,13,6,2,9,9,2,9
44,No,Travel_Frequently,674,Sales,29,4,Medical,1,458,4,Male,50,3,1,Sales Representative,3,Married,2431,15132,1,Y,Yes,11,3,3,80,1,14,3,4,7,0,7,1
40,No,Travel_Rarely,316,Research & Development,20,3,Technical Degree,1,459,4,Male,49,2,3,Manufacturing Director,4,Married,8237,26278,0,Y,No,16,3,3,80,1,11,3,4,9,1,3,3
21,No,Travel_Rarely,1346,Research & Development,14,3,Medical,1,460,3,Female,44,4,2,Laboratory Technician,3,Divorced,4410,2348,0,Y,Yes,13,3,2,80,1,14,2,4,5,5,5,1
53,Yes,Travel_Rarely,916,Research & Development,25,4,Life Sciences,1,461,3,Male,95,3,5,Manager,4,Divorced,17057,25004,0,Y,Yes,24,3,3,80,1,8,2,3,1,1,0,1
39,No,Travel_Frequently,1252,Sales,5,3,Medical,1,462,3,Female,56,4,3,Sales Executive,2,Single,9722,16493,1,Y,No,15,3,4,80,0,22,5,4,12,3,8,5
22,No,Travel_Rarely,1089,Research & Development,27,2,Medical,1,463,3,Female,39,4,2,Healthcare Representative,2,Married,4264,17702,2,Y,No,14,3,2,80,2,5,2,3,5,0,5,5
28,No,Travel_Rarely,1199,Research & Development,29,3,Medical,1,464,4,Male,86,3,3,Research Director,4,Married,9705,20614,1,Y,Yes,16,3,1,80,3,27,2,2,17,4,0,11
35,No,Travel_Rarely,325,Research & Development,2,3,Medical,1,465,2,Female,58,4,1,Research Scientist,2,Married,2951,4172,0,Y,No,12,3,1,80,1,35,5,3,23,0,8,7
28,No,Travel_Rarely,1179,Sales,20,3,Medical,1,466,1,Male,74,3,3,Sales Executive,1,Married,7050,16143,0,Y,No,16,4,4,80,0,15,1,4,7,7,7,7
28,Yes,Travel_Rarely,373,Sales,15,3,Medical,1,467,2,Female,34,4,3,Sales Executive,4,Divorced,6622,10265,0,Y,Yes,21,3,3,80,0,18,1,3,2,2,0,2
31,No,Travel_Rarely,330,Sales,26,4,Life Sciences,1,468,4,Female,62,3,3,Sales Executive,4,Married,8650,22957,0,Y,No,24,3,2,80,1,24,0,4,6,6,0,6
33,No,Travel_Rarely,612,Research & Development,1,3,Life Sciences,1,469,3,Female,94,4,2,Research Scientist,4,Married,3514,19508,3,Y,Yes,23,4,3,80,3,18,4,1,3,0,3,3
28,No,Non-Travel,509,Sales,29,1,Marketing,1,470,2,Female,32,3,5,Manager,1,Married,16920,7750,4,Y,No,16,3,4,80,1,5,3,3,2,2,2,2
43,No,Travel_Rarely,1067,Research & Development,22,3,Medical,1,471,4,Male,84,3,3,Manufacturing Director,3,Single,8339,26830,0,Y,No,13,3,4,80,0,4,1,2,4,4,4,1
43,No,Travel_Rarely,743,Research & Development,29,3,Medical,1,472,1,Female,79,3,2,Manufacturing Director,4,Married,5845,3701,6,Y,No,12,3,4,80,0,19,2,3,3,3,0,3
36,No,Travel_Rarely,1146,Research & Development,20,3,Life Sciences,1,473,3,Male,64,4,1,Research Scientist,3,Married,2591,23544,5,Y,Yes,18,3,3,80,0,11,5,3,6,2,6,5
40,No,Travel_Rarely,492,Research & Development,25,4,Life Sciences,1,474,3,Female,77,2,1,Laboratory Technician,4,Married,3164,6495,2,Y,No,15,3,3,80,1,30,2,4,12,5,1,1
35,No,Travel_Frequently,1437,Research & Development,23,2,Life Sciences,1,475,4,Female,66,4,2,Research Scientist,3,Married,4090,14191,0,Y,No,13,3,4,80,0,16,2,3,3,3,3,3
18,No,Travel_Frequently,1006,Sales,28,1,Other,1,476,3,Male,46,3,3,Sales Executive,4,Married,9058,14480,1,Y,No,21,3,4,80,1,6,2,3,4,4,4,4
30,No,Travel_Frequently,616,Research & Development,7,5,Medical,1,477,3,Female,86,4,5,Manager,4,Married,16207,22640,1,Y,No,12,3,2,80,3,29,3,4,12,1,12,8
34,Yes,Travel_Rarely,264,Sales,29,2,Life Sciences,1,478,3,Male,83,3,1,Sales Representative,1,Married,2321,12301,0,Y,No,13,3,4,80,0,7,2,4,1,1,1,1
41,No,Travel_Rarely,724,Research & Development,8,4,Medical,1,479,2,Male,65,3,3,Manufacturing Director,4,Married,7134,21097,3,Y,No,25,4,3,80,0,16,3,3,1,1,0,1
36,No,Travel_Rarely,469,Human Resources,13,3,Medical,1,480,4,Female,78,4,3,Manager,4,Married,9161,8528,0,Y,No,15,3,1,80,0,12,1,2,5,5,3,1
42,No,Travel_Rarely,1269,Research & Development,22,3,Technical Degree,1,481,3,Male,71,3,2,Laboratory Technician,4,Married,4340,13276,0,Y,No,19,3,2,80,0,16,3,3,12,12,12,8
43,Yes,Travel_Rarely,468,Research & Development,9,3,Medical,1,482,3,Female,53,2,1,Research Scientist,2,Divorced,2040,19339,1,Y,Yes,11,3,1,80,0,13,5,1,3,3,3,3
34,No,Non-Travel,1488,Research & Development,1,2,Life Sciences,1,483,3,Male,92,3,4,Manager,3,Divorced,11531,13816,0,Y,No,14,4,3,80,2,24,5,3,6,3,6,6
28,No,Travel_Rarely,693,Research & Development,12,3,Life Sciences,1,484,3,Male,96,3,3,Manufacturing Director,4,Married,8320,22471,0,Y,No,15,3,1,80,2,1,2,2,0,0,0,0
48,Yes,Travel_Frequently,952,Sales,24,4,Life Sciences,1,485,3,Male,38,3,2,Sales Representative,3,Married,4685,25572,9,Y,Yes,19,3,4,80,0,24,4,3,16,2,14,2
59,No,Travel_Rarely,391,Sales,1,4,Technical Degree,1,486,3,Female,46,3,1,Sales Representative,4,Divorced,1449,26294,3,Y,No,13,3,4,80,2,15,1,1,6,6,1,6
41,No,Non-Travel,286,Research & Development,28,4,Medical,1,487,4,Male,86,2,3,Manufacturing Director,4,Single,6656,25334,1,Y,No,22,3,3,80,3,21,0,1,2,2,2,2
32,No,Travel_Rarely,433,Research & Development,17,4,Technical Degree,1,488,3,Male,52,3,1,Laboratory Technician,3,Divorced,2277,14889,2,Y,No,12,3,3,80,2,3,2,2,1,1,1,1
33,No,Travel_Rarely,983,Research & Development,16,3,Technical Degree,1,489,2,Male,61,3,5,Manager,4,Single,19999,25364,1,Y,No,23,3,4,80,3,7,3,4,2,2,2,2
46,No,Travel_Rarely,1153,Sales,10,3,Medical,1,490,4,Female,81,2,2,Sales Executive,1,Married,5565,6694,1,Y,No,14,4,4,80,0,14,3,3,6,4,6,2
38,No,Travel_Rarely,381,Research & Development,5,2,Technical Degree,1,491,2,Male,34,3,1,Research Scientist,3,Married,3170,4097,5,Y,Yes,23,3,4,80,0,14,2,3,7,6,5,7
45,Yes,Travel_Rarely,560,Research & Development,14,3,Life Sciences,1,492,4,Female,96,1,1,Laboratory Technician,1,Married,2815,23613,1,Y,No,23,3,4,80,1,10,3,3,8,1,1,3
49,No,Travel_Rarely,657,Research & Development,15,2,Medical,1,493,1,Female,56,3,2,Healthcare Representative,1,Married,4363,23682,1,Y,No,18,3,2,80,1,21,2,3,12,1,0,12
32,No,Travel_Rarely,1498,Sales,12,1,Medical,1,494,3,Male,54,1,2,Sales Executive,4,Married,4607,19879,3,Y,No,11,4,3,80,1,12,4,2,5,5,5,5
32,No,Travel_Rarely,1242,Human Resources,24,4,Life Sciences,1,495,3,Male,99,3,2,Human Resources,4,Single,5448,13101,5,Y,No,18,3,2,80,1,8,3,4,2,2,1,2
45,No,Travel_Rarely,924,Research & Development,28,4,Life Sciences,1,496,3,Male,30,3,2,Laboratory Technician,4,Single,5593,10528,0,Y,No,16,3,3,80,3,26,2,4,23,9,6,7
55,No,Travel_Rarely,283,Sales,6,3,Other,1,497,4,Female,88,3,3,Sales Executive,3,Married,9983,15297,2,Y,No,21,3,4,80,1,15,3,2,1,1,1,1
34,No,Travel_Frequently,148,Research & Development,11,3,Life Sciences,1,498,4,Female,91,4,3,Manufacturing Director,4,Married,6147,6816,3,Y,Yes,12,3,2,80,3,16,4,2,2,2,2,2
27,No,Travel_Rarely,1256,Sales,8,1,Life Sciences,1,499,4,Male,32,2,2,Sales Executive,4,Married,5141,13382,1,Y,No,16,3,4,80,0,14,5,3,8,8,8,6
47,Yes,Travel_Rarely,831,Research & Development,16,4,Life Sciences,1,500,4,Female,50,3,2,Healthcare Representative,2,Single,4689,20526,4,Y,Yes,12,3,4,80,2,15,2,3,6,4,4,4
35,Yes,Travel_Frequently,440,Research & Development,5,3,Life Sciences,1,501,2,Male,43,3,2,Research Scientist,4,Single,4982,11397,0,Y,Yes,21,3,2,80,0,15,3,3,5,5,5,5
30,No,Travel_Frequently,1148,Research & Development,8,2,Medical,1,502,4,Male,70,4,2,Healthcare Representative,3,Married,3909,5078,0,Y,No,24,4,3,80,1,18,3,2,1,1,1,1
31,No,Travel_Frequently,533,Sales,3,3,Life Sciences,1,503,3,Male,49,2,3,Sales Executive,3,Married,9315,9314,5,Y,No,13,3,4,80,0,40,3,4,25,17,14,14
35,No,Travel_Rarely,388,Research & Development,21,2,Technical Degree,1,504,1,Female,84,2,5,Research Director,4,Married,19823,15064,1,Y,No,24,3,1,80,1,2,4,4,1,1,1,1
49,No,Travel_Rarely,1193,Sales,29,3,Medical,1,505,2,Female,89,3,3,Sales Executive,3,Single,6336,26006,0,Y,No,21,3,2,80,0,22,3,4,3,3,0,3
19,No,Travel_Frequently,1262,Research & Development,15,3,Medical,1,506,4,Male,93,4,1,Research Scientist,4,Divorced,2997,13201,0,Y,No,13,3,2,80,0,14,2,3,3,3,3,3
29,No,Travel_Rarely,1301,Sales,12,3,Life Sciences,1,507,2,Male,57,3,1,Sales Representative,4,Married,2906,21330,6,Y,No,15,3,4,80,0,10,1,3,2,2,2,2
21,No,Travel_Rarely,1027,Research & Development,27,4,Marketing,1,508,3,Female,64,4,4,Manager,4,Married,12884,21997,1,Y,No,13,3,3,80,1,12,3,4,2,2,2,2
39,No,Travel_Rarely,1408,Research & Development,26,1,Life Sciences,1,509,2,Male,63,3,1,Healthcare Representative,1,Married,1790,9465,4,Y,Yes,16,4,3,80,1,12,2,4,8,8,8,0
35,Yes,Travel_Frequently,147,Sales,27,3,Marketing,1,510,3,Male,42,3,1,Sales Executive,3,Married,3040,7785,1,Y,No,15,3,3,80,0,10,3,4,10,10,10,10
27,No,Travel_Rarely,958,Human Resources,1,3,Other,1,511,2,Female,65,2,1,Human Resources,2,Divorced,3025,22603,1,Y,Yes,18,3,4,80,1,6,2,2,6,6,6,6
60,No,Travel_Rarely,946,Research & Development,25,4,Medical,1,512,2,Male,64,3,1,Laboratory Technician,3,Divorced,3052,9603,6,Y,No,21,3,3,80,0,23,2,4,13,6,13,13
23,No,Non-Travel,305,Sales,7,2,Medical,1,513,4,Male,78,3,4,Sales Executive,4,Single,11195,8126,0,Y,No,16,3,3,80,1,17,2,3,8,2,0,8
35,Yes,Travel_Rarely,1417,Research & Development,15,2,Other,1,514,3,Male,86,3,1,Research Scientist,1,Divorced,3292,18585,0,Y,Yes,19,3,1,80,1,9,5,3,4,4,3,4
29,No,Travel_Rarely,524,Sales,7,2,Life Sciences,1,515,4,Female,56,4,2,Sales Executive,1,Married,5514,9922,0,Y,Yes,24,3,4,80,2,7,1,1,6,6,6,6
26,No,Travel_Frequently,168,Research & Development,7,2,Medical,1,516,4,Female,58,2,1,Laboratory Technician,4,Married,2968,4896,0,Y,No,12,3,2,80,0,19,3,3,4,0,4,4
37,No,Travel_Rarely,1038,Research & Development,9,3,Medical,1,517,1,Female,58,2,1,Laboratory Technician,3,Single,3367,6481,1,Y,No,23,3,1,80,1,30,1,3,20,10,5,8
37,No,Travel_Rarely,1455,Sales,16,5,Medical,1,518,4,Female,81,2,3,Sales Executive,1,Married,6905,24095,0,Y,No,15,3,4,80,0,9,4,1,4,4,4,4
46,No,Travel_Rarely,558,Sales,6,1,Life Sciences,1,519,3,Female,70,3,5,Manager,1,Single,17012,7294,1,Y,No,25,4,4,80,3,14,4,4,0,0,0,0
36,Yes,Travel_Frequently,752,Research & Development,2,3,Life Sciences,1,520,1,Male,98,1,2,Healthcare Representative,4,Single,5517,24024,1,Y,Yes,11,3,3,80,1,10,0,3,0,0,0,0
59,Yes,Non-Travel,631,Sales,22,3,Medical,1,521,4,Female,35,3,1,Sales Representative,4,Single,2227,25286,9,Y,No,23,3,3,80,0,8,2,3,4,4,0,4
45,No,Travel_Rarely,247,Research & Development,21,4,Medical,1,522,2,Male,99,4,2,Laboratory Technician,3,Married,4307,24413,0,Y,Yes,22,3,3,80,1,16,5,1,1,1,1,1
33,No,Travel_Rarely,630,Research & Development,12,3,Life Sciences,1,523,1,Male,49,4,1,Laboratory Technician,2,Single,3253,25673,3,Y,No,22,3,4,80,1,31,4,2,14,1,5,14
18,No,Travel_Rarely,1286,Research & Development,17,3,Life Sciences,1,524,4,Male,96,4,2,Laboratory Technician,3,Divorced,4464,4621,7,Y,No,13,4,4,80,0,23,2,4,18,6,3,14
51,Yes,Travel_Frequently,203,Sales,28,3,Medical,1,525,3,Male,62,4,4,Sales Executive,1,Married,10212,7623,2,Y,No,25,3,2,80,0,4,5,2,1,1,1,1
38,No,Travel_Frequently,1259,Research & Development,5,2,Medical,1,526,1,Male,84,3,2,Healthcare Representative,3,Divorced,5982,24590,1,Y,Yes,17,4,3,80,1,20,3,3,5,5,4,0
40,No,Travel_Rarely,1199,Research & Development,23,2,Life Sciences,1,527,1,Female,67,3,3,Research Director,2,Divorced,9146,4781,1,Y,No,13,3,1,80,2,5,1,3,3,3,1,2
44,No,Non-Travel,373,Sales,19,2,Medical,1,528,3,Male,78,4,3,Sales Executive,3,Married,8446,23111,2,Y,Yes,14,3,3,80,1,27,1,4,14,4,13,1
48,Yes,Travel_Rarely,379,Research & Development,29,3,Medical,1,529,2,Female,98,3,2,Manufacturing Director,2,Married,5780,14788,9,Y,Yes,20,3,4,80,2,6,3,2,0,0,0,0
35,No,Travel_Rarely,1032,Research & Development,21,3,Life Sciences,1,530,4,Female,34,2,3,Manufacturing Director,3,Single,6052,3858,0,Y,No,11,3,2,80,1,39,1,4,22,9,14,7
31,No,Travel_Rarely,1030,Research & Development,18,3,Medical,1,531,4,Male,80,4,1,Laboratory Technician,4,Married,2746,15325,8,Y,No,23,4,3,80,3,24,4,4,13,0,3,13
26,No,Travel_Rarely,892,Research & Development,24,4,Medical,1,532,4,Male,30,3,3,Manufacturing Director,3,Single,7883,8739,2,Y,No,22,3,4,80,0,16,2,3,1,1,1,1
32,No,Travel_Frequently,239,Research & Development,5,3,Medical,1,533,4,Female,96,4,1,Laboratory Technician,2,Single,1574,18909,2,Y,Yes,13,4,4,80,0,22,4,4,12,12,1,6
21,No,Travel_Rarely,502,Research & Development,9,3,Technical Degree,1,534,2,Male,33,3,1,Laboratory Technician,4,Divorced,3034,9176,2,Y,No,14,3,3,80,0,21,2,3,8,1,3,5
30,No,Travel_Rarely,977,Research & Development,29,3,Marketing,1,535,2,Male,36,3,1,Research Scientist,4,Divorced,3334,12256,5,Y,No,22,3,4,80,3,14,3,4,2,2,2,2
42,No,Travel_Rarely,761,Research & Development,18,5,Life Sciences,1,536,1,Female,60,2,2,Manufacturing Director,1,Married,5633,22425,2,Y,No,25,3,4,80,2,16,2,3,6,6,6,6
38,Yes,Travel_Rarely,614,Sales,15,3,Medical,1,537,4,Female,72,3,3,Sales Executive,2,Married,6853,20486,2,Y,Yes,15,3,3,80,1,3,6,4,2,2,2,2
46,No,Non-Travel,979,Sales,8,3,Medical,1,538,2,Male,80,3,3,Sales Executive,3,Married,6242,22044,2,Y,No,15,3,4,80,0,6,1,3,2,2,2,2
27,Yes,Travel_Rarely,259,Sales,13,3,Life Sciences,1,539,3,Female,72,3,3,Sales Executive,3,Single,8185,10939,0,Y,Yes,22,3,4,80,0,8,5,4,8,4,8,5
35,Yes,Non-Travel,1125,Sales,1,3,Marketing,1,540,4,Female,67,2,2,Sales Executive,3,Single,5389,24599,0,Y,Yes,15,3,4,80,1,21,3,3,2,2,1,2
23,No,Travel_Rarely,802,Sales,13,4,Technical Degree,1,541,3,Female,68,3,3,Sales Executive,4,Single,9335,10215,2,Y,No,18,3,4,80,3,5,1,4,4,4,4,4
46,No,Travel_Rarely,1295,Research & Development,12,2,Human Resources,1,542,1,Male,32,4,2,Healthcare Representative,3,Married,5429,21530,3,Y,No,20,3,3,80,1,40,1,4,35,17,15,7
40,No,Travel_Rarely,891,Sales,4,3,Medical,1,543,4,Male,87,3,3,Sales Executive,3,Divorced,6692,3170,0,Y,No,20,3,1,80,0,37,2,3,24,0,4,10
24,Yes,Travel_Frequently,536,Sales,26,2,Life Sciences,1,544,3,Male,51,3,2,Sales Executive,3,Married,5821,20120,7,Y,Yes,24,3,4,80,1,8,3,3,7,7,7,7
34,No,Travel_Rarely,763,Research & Development,4,3,Technical Degree,1,545,3,Male,74,3,2,Laboratory Technician,4,Divorced,4107,20224,3,Y,No,21,4,3,80,0,11,3,3,7,7,7,7
28,No,Travel_Rarely,1323,Research & Development,9,3,Technical Degree,1,546,3,Male,78,3,3,Healthcare Representative,2,Married,6285,25023,2,Y,No,12,3,3,80,1,14,3,4,2,2,2,2
43,No,Non-Travel,728,Research & Development,26,3,Medical,1,547,4,Male,42,3,2,Research Scientist,4,Divorced,5779,15896,3,Y,No,17,4,3,80,0,7,4,3,1,1,1,1
29,No,Travel_Rarely,422,Human Resources,7,3,Life Sciences,1,548,3,Male,45,3,1,Human Resources,4,Single,3381,14518,3,Y,No,16,3,3,80,0,17,3,1,0,0,0,0
30,No,Travel_Frequently,685,Sales,23,3,Medical,1,549,2,Male,41,3,3,Sales Executive,4,Single,6231,25155,5,Y,Yes,15,3,4,80,1,10,3,4,3,3,3,3
38,No,Travel_Rarely,1351,Research & Development,25,3,Technical Degree,1,550,4,Female,51,3,3,Manufacturing Director,2,Single,6780,3387,2,Y,No,25,4,4,80,0,6,2,3,3,2,3,3
36,No,Non-Travel,953,Research & Development,23,4,Human Resources,1,551,4,Male,31,3,1,Research Scientist,1,Married,3176,26654,3,Y,No,14,3,3,80,1,11,2,3,4,1,4,4
24,Yes,Non-Travel,1304,Research & Development,22,3,Medical,1,552,1,Female,47,3,1,Laboratory Technician,4,Married,2140,3733,4,Y,No,25,4,3,80,0,10,2,3,2,2,2,2
22,No,Travel_Frequently,1005,Sales,9,2,Human Resources,1,553,1,Male,67,3,3,Sales Executive,3,Single,7775,26385,1,Y,No,19,3,4,80,0,15,2,4,5,5,4,5
52,No,Travel_Rarely,1054,Sales,11,1,Medical,1,554,4,Female,67,3,3,Sales Executive,4,Single,7431,12414,2,Y,No,19,3,4,80,1,3,0,3,2,2,2,2
40,No,Travel_Rarely,764,Research & Development,22,2,Other,1,555,2,Male,43,3,4,Manager,4,Single,11660,21075,2,Y,No,22,3,3,80,0,15,2,4,1,1,1,1
57,Yes,Travel_Rarely,430,Research & Development,24,3,Marketing,1,556,2,Female,85,2,1,Laboratory Technician,2,Single,3387,5862,8,Y,Yes,24,4,4,80,0,20,3,2,3,3,3,3
33,No,Travel_Rarely,1190,Sales,18,3,Medical,1,557,2,Male,33,3,3,Sales Executive,3,Single,9338,3579,0,Y,No,15,3,4,80,2,29,4,3,21,14,7,3
39,No,Travel_Rarely,832,Human Resources,25,3,Medical,1,558,2,Female,78,3,5,Manager,4,Single,19999,12495,0,Y,No,13,4,3,80,1,21,5,4,2,2,2,2
39,No,Travel_Rarely,1019,Research & Development,18,2,Medical,1,559,3,Female,78,4,1,Research Scientist,3,Married,3201,12153,0,Y,No,25,3,4,80,1,21,3,3,13,5,12,0
18,No,Travel_Rarely,1174,Sales,28,4,Life Sciences,1,560,4,Female,66,3,2,Sales Representative,3,Single,4439,8046,2,Y,Yes,13,4,3,80,3,6,5,3,4,4,4,3
42,No,Travel_Rarely,840,Research & Development,11,3,Medical,1,561,2,Male,67,1,3,Manufacturing Director,3,Married,7974,12098,1,Y,No,22,3,1,80,0,18,5,2,13,10,8,4
33,No,Travel_Frequently,690,Research & Development,13,2,Life Sciences,1,562,2,Female,64,3,3,Manufacturing Director,3,Single,6061,23356,0,Y,No,25,3,4,80,0,10,2,3,9,9,5,6
32,No,Travel_Frequently,1273,Research & Development,2,3,Life Sciences,1,563,2,Male,67,2,3,Research Scientist,4,Single,6310,2778,0,Y,Yes,20,3,4,80,2,4,2,4,0,0,0,0
32,Yes,Travel_Rarely,986,Sales,18,3,Other,1,564,4,Female,40,2,3,Sales Executive,3,Single,8436,24716,1,Y,Yes,19,3,4,80,0,33,4,1,23,18,12,11
39,No,Travel_Rarely,455,Research & Development,12,3,Other,1,565,3,Female,64,4,1,Laboratory Technician,3,Single,2938,6189,3,Y,No,14,4,3,80,3,15,2,2,0,0,0,0
43,No,Travel_Rarely,722,Research & Development,7,3,Human Resources,1,566,4,Male,58,3,1,Laboratory Technician,3,Married,2255,6334,0,Y,No,15,3,4,80,1,27,5,3,8,8,8,8
51,No,Travel_Rarely,964,Research & Development,2,1,Life Sciences,1,567,4,Female,76,3,2,Research Scientist,1,Married,3797,19117,0,Y,No,20,3,1,80,1,16,6,2,11,2,11,8
45,No,Travel_Frequently,242,Sales,22,3,Medical,1,568,4,Male,59,4,2,Sales Representative,4,Single,3602,3753,3,Y,Yes,16,3,4,80,0,4,3,4,2,2,2,2
41,Yes,Travel_Frequently,1417,Research & Development,21,3,Life Sciences,1,569,3,Male,84,4,1,Research Scientist,2,Single,2350,18209,0,Y,Yes,11,4,3,80,0,13,2,2,1,1,1,1
24,No,Travel_Rarely,1429,Research & Development,4,3,Medical,1,570,4,Male,68,3,3,Research Scientist,3,Married,6667,23262,4,Y,No,20,3,4,80,1,7,2,3,7,7,0,7
27,No,Travel_Rarely,841,Research & Development,22,4,Life Sciences,1,571,2,Female,94,3,2,Manufacturing Director,4,Married,4483,25049,1,Y,Yes,13,3,2,80,1,36,3,4,23,17,7,17
45,No,Travel_Rarely,569,Sales,18,3,Medical,1,572,3,Female,94,4,2,Sales Executive,3,Married,5578,10157,0,Y,No,15,3,2,80,0,13,3,3,12,12,12,1
39,No,Travel_Frequently,980,Research & Development,18,2,Life Sciences,1,573,3,Male,94,2,5,Research Director,2,Married,18823,12466,1,Y,No,17,3,4,80,2,16,3,2,0,0,0,0
48,No,Travel_Rarely,771,Research & Development,24,3,Medical,1,574,3,Male,45,4,3,Healthcare Representative,4,Married,6578,4338,5,Y,No,21,3,4,80,1,17,2,3,13,12,12,13
47,Yes,Travel_Frequently,847,Research & Development,18,4,Medical,1,575,3,Female,36,2,3,Manufacturing Director,4,Married,9592,3665,5,Y,Yes,21,4,3,80,2,18,1,2,3,3,3,3
37,No,Travel_Rarely,1283,Research & Development,5,3,Marketing,1,576,4,Female,36,3,2,Research Scientist,1,Single,5032,13248,0,Y,No,11,3,3,80,0,12,0,3,11,11,0,11
30,No,Travel_Frequently,1162,Sales,19,3,Medical,1,577,3,Female,38,2,2,Sales Representative,3,Married,4668,17839,2,Y,No,13,4,3,80,0,8,4,1,0,0,0,0
43,No,Travel_Rarely,1424,Research & Development,26,2,Human Resources,1,578,3,Male,62,2,2,Research Director,2,Divorced,5413,8169,1,Y,No,18,3,4,80,0,19,2,3,6,6,6,6
34,No,Travel_Frequently,643,Research & Development,1,2,Life Sciences,1,579,2,Female,76,2,2,Laboratory Technician,2,Divorced,3813,24026,1,Y,No,25,4,3,80,0,22,2,4,5,5,2,5
32,No,Travel_Rarely,684,Research & Development,20,3,Other,1,580,2,Female,68,3,3,Research Scientist,3,Married,7783,12297,2,Y,No,14,4,2,80,1,15,2,4,0,0,0,0
32,No,Travel_Frequently,1466,Sales,29,4,Medical,1,581,4,Male,64,3,3,Sales Executive,4,Divorced,6169,3874,0,Y,Yes,16,3,1,80,0,12,4,4,5,5,5,4
30,No,Travel_Frequently,440,Sales,8,3,Life Sciences,1,582,3,Female,30,3,3,Sales Executive,4,Married,6704,8057,0,Y,No,23,3,2,80,1,17,2,3,2,2,2,2
37,No,Non-Travel,1449,Human Resources,14,4,Life Sciences,1,583,4,Female,78,3,5,Manager,4,Divorced,15435,22990,0,Y,No,14,3,3,80,0,16,0,3,0,0,0,0
29,No,Travel_Rarely,175,Research & Development,24,3,Life Sciences,1,584,3,Female,50,3,2,Research Scientist,4,Single,5500,9045,2,Y,No,24,3,4,80,0,18,3,3,5,5,5,5
42,No,Travel_Rarely,1201,Research & Development,23,1,Technical Degree,1,585,4,Male,81,3,3,Research Scientist,4,Married,6273,8993,0,Y,No,16,4,4,80,1,12,1,3,3,3,3,3
39,No,Travel_Rarely,289,Research & Development,9,3,Marketing,1,586,3,Male,85,1,3,Healthcare Representative,4,Married,6671,7267,0,Y,No,15,3,3,80,0,16,3,3,10,9,5,7
33,No,Non-Travel,464,Research & Development,5,1,Medical,1,587,4,Male,42,4,2,Laboratory Technician,4,Married,3799,4332,2,Y,No,19,3,3,80,0,13,4,4,11,6,11,0
40,Yes,Non-Travel,1347,Research & Development,17,2,Life Sciences,1,588,4,Female,56,3,2,Laboratory Technician,1,Single,4579,2916,6,Y,No,23,3,4,80,1,7,6,3,1,1,1,1
29,No,Travel_Frequently,1394,Sales,6,3,Medical,1,589,4,Female,60,3,5,Manager,2,Married,19971,2391,0,Y,No,21,4,3,80,0,11,4,4,4,4,2,4
38,No,Travel_Rarely,1245,Research & Development,23,3,Technical Degree,1,590,3,Male,59,4,2,Research Scientist,4,Single,4923,24910,6,Y,No,21,3,2,80,1,11,3,2,4,4,0,3
46,No,Travel_Frequently,1103,Research & Development,8,5,Medical,1,591,4,Male,77,3,5,Manager,2,Single,18956,11164,9,Y,Yes,21,3,3,80,3,14,3,4,2,2,2,2
60,No,Travel_Rarely,822,Research & Development,20,2,Medical,1,592,4,Female,75,3,2,Research Scientist,3,Divorced,4830,23095,0,Y,No,24,4,3,80,0,16,0,2,6,5,6,6
31,No,Travel_Rarely,327,Human Resources,18,3,Life Sciences,1,593,4,Female,37,3,5,Manager,2,Married,19999,23213,0,Y,Yes,24,3,3,80,1,12,3,4,8,8,6,0
56,No,Travel_Rarely,1181,Research & Development,5,2,Marketing,1,594,3,Male,86,2,5,Manager,3,Married,18019,5591,4,Y,No,18,3,4,80,0,9,3,4,1,1,1,1
