Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition_Binary,AttritionRisk_Score,AttritionRisk_Tier
26,No,Travel_Frequently,168,Research & Development,7,2,Medical,4,Female,58,2,1,Laboratory Technician,4,Married,2968,4896,0,No,12,3,2,0,19,3,3,4,0,4,4,0,0.1956,Low
37,No,Travel_Rarely,1038,Research & Development,9,3,Medical,1,Female,58,2,1,Laboratory Technician,3,Single,3367,6481,1,No,23,3,1,1,30,1,3,20,10,5,8,0,0.1414,Low
37,No,Travel_Rarely,1455,Sales,16,5,Medical,4,Female,81,2,3,Sales Executive,1,Married,6905,24095,0,No,15,3,4,0,9,4,1,4,4,4,4,0,0.1071,Low
46,No,Travel_Rarely,558,Sales,6,1,Life Sciences,3,Female,70,3,5,Manager,1,Single,17012,7294,1,No,25,4,4,3,14,4,4,0,0,0,0,0,0.1212,Low
36,Yes,Travel_Frequently,752,Research & Development,2,3,Life Sciences,1,Male,98,1,2,Healthcare Representative,4,Single,5517,24024,1,Yes,11,3,3,1,10,0,3,0,0,0,0,1,0.5007,Medium
59,Yes,Non-Travel,631,Sales,22,3,Medical,4,Female,35,3,1,Sales Representative,4,Single,2227,25286,9,No,23,3,3,0,8,2,3,4,4,0,4,1,0.3157,Medium
45,No,Travel_Rarely,247,Research & Development,21,4,Medical,2,Male,99,4,2,Laboratory Technician,3,Married,4307,24413,0,Yes,22,3,3,1,16,5,1,1,1,1,1,0,0.471,Medium
33,No,Travel_Rarely,630,Research & Development,12,3,Life Sciences,1,Male,49,4,1,Laboratory Technician,2,Single,3253,25673,3,No,22,3,4,1,31,4,2,14,1,5,14,0,0.2013,Low
18,No,Travel_Rarely,1286,Research & Development,17,3,Life Sciences,4,Male,96,4,2,Laboratory Technician,3,Divorced,4464,4621,7,No,13,4,4,0,23,2,4,18,6,3,14,0,0.0821,Low
51,Yes,Travel_Frequently,203,Sales,28,3,Medical,3,Male,62,4,4,Sales Executive,1,Married,10212,7623,2,No,25,3,2,0,4,5,2,1,1,1,1,1,0.602,High
38,No,Travel_Frequently,1259,Research & Development,5,2,Medical,1,Male,84,3,2,Healthcare Representative,3,Divorced,5982,24590,1,Yes,17,4,3,1,20,3,3,5,5,4,0,0,0.2618,Low
40,No,Travel_Rarely,1199,Research & Development,23,2,Life Sciences,1,Female,67,3,3,Research Director,2,Divorced,9146,4781,1,No,13,3,1,2,5,1,3,3,3,1,2,0,0.1412,Low
44,No,Non-Travel,373,Sales,19,2,Medical,3,Male,78,4,3,Sales Executive,3,Married,8446,23111,2,Yes,14,3,3,1,27,1,4,14,4,13,1,0,0.2752,Low
48,Yes,Travel_Rarely,379,Research & Development,29,3,Medical,2,Female,98,3,2,Manufacturing Director,2,Married,5780,14788,9,Yes,20,3,4,2,6,3,2,0,0,0,0,1,0.806,High
35,No,Travel_Rarely,1032,Research & Development,21,3,Life Sciences,4,Female,34,2,3,Manufacturing Director,3,Single,6052,3858,0,No,11,3,2,1,39,1,4,22,9,14,7,0,0.0879,Low
31,No,Travel_Rarely,1030,Research & Development,18,3,Medical,4,Male,80,4,1,Laboratory Technician,4,Married,2746,15325,8,No,23,4,3,3,24,4,4,13,0,3,13,0,0.1658,Low
26,No,Travel_Rarely,892,Research & Development,24,4,Medical,4,Male,30,3,3,Manufacturing Director,3,Single,7883,8739,2,No,22,3,4,0,16,2,3,1,1,1,1,0,0.1099,Low
32,No,Travel_Frequently,239,Research & Development,5,3,Medical,4,Female,96,4,1,Laboratory Technician,2,Single,1574,18909,2,Yes,13,4,4,0,22,4,4,12,12,1,6,0,0.3035,Medium
21,No,Travel_Rarely,502,Research & Development,9,3,Technical Degree,2,Male,33,3,1,Laboratory Technician,4,Divorced,3034,9176,2,No,14,3,3,0,21,2,3,8,1,3,5,0,0.2093,Low
30,No,Travel_Rarely,977,Research & Development,29,3,Marketing,2,Male,36,3,1,Research Scientist,4,Divorced,3334,12256,5,No,22,3,4,3,14,3,4,2,2,2,2,0,0.3813,Medium
42,No,Travel_Rarely,761,Research & Development,18,5,Life Sciences,1,Female,60,2,2,Manufacturing Director,1,Married,5633,22425,2,No,25,3,4,2,16,2,3,6,6,6,6,0,0.0737,Low
38,Yes,Travel_Rarely,614,Sales,15,3,Medical,4,Female,72,3,3,Sales Executive,2,Married,6853,20486,2,Yes,15,3,3,1,3,6,4,2,2,2,2,1,0.631,High
46,No,Non-Travel,979,Sales,8,3,Medical,2,Male,80,3,3,Sales Executive,3,Married,6242,22044,2,No,15,3,4,0,6,1,3,2,2,2,2,0,0.0576,Low
27,Yes,Travel_Rarely,259,Sales,13,3,Life Sciences,3,Female,72,3,3,Sales Executive,3,Single,8185,10939,0,Yes,22,3,4,0,8,5,4,8,4,8,5,1,0.336,Medium
35,Yes,Non-Travel,1125,Sales,1,3,Marketing,4,Female,67,2,2,Sales Executive,3,Single,5389,24599,0,Yes,15,3,4,1,21,3,3,2,2,1,2,1,0.7387,High
23,No,Travel_Rarely,802,Sales,13,4,Technical Degree,3,Female,68,3,3,Sales Executive,4,Single,9335,10215,2,No,18,3,4,3,5,1,4,4,4,4,4,0,0.0294,Low
46,No,Travel_Rarely,1295,Research & Development,12,2,Human Resources,1,Male,32,4,2,Healthcare Representative,3,Married,5429,21530,3,No,20,3,3,1,40,1,4,35,17,15,7,0,0.1361,Low
40,No,Travel_Rarely,891,Sales,4,3,Medical,4,Male,87,3,3,Sales Executive,3,Divorced,6692,3170,0,No,20,3,1,0,37,2,3,24,0,4,10,0,0.0715,Low
24,Yes,Travel_Frequently,536,Sales,26,2,Life Sciences,3,Male,51,3,2,Sales Executive,3,Married,5821,20120,7,Yes,24,3,4,1,8,3,3,7,7,7,7,1,0.6171,High
34,No,Travel_Rarely,763,Research & Development,4,3,Technical Degree,3,Male,74,3,2,Laboratory Technician,4,Divorced,4107,20224,3,No,21,4,3,0,11,3,3,7,7,7,7,0,0.0199,Low
28,No,Travel_Rarely,1323,Research & Development,9,3,Technical Degree,3,Male,78,3,3,Healthcare Representative,2,Married,6285,25023,2,No,12,3,3,1,14,3,4,2,2,2,2,0,0.0794,Low
43,No,Non-Travel,728,Research & Development,26,3,Medical,4,Male,42,3,2,Research Scientist,4,Divorced,5779,15896,3,No,17,4,3,0,7,4,3,1,1,1,1,0,0.1209,Low
29,No,Travel_Rarely,422,Human Resources,7,3,Life Sciences,3,Male,45,3,1,Human Resources,4,Single,3381,14518,3,No,16,3,3,0,17,3,1,0,0,0,0,0,0.4633,Medium
30,No,Travel_Frequently,685,Sales,23,3,Medical,2,Male,41,3,3,Sales Executive,4,Single,6231,25155,5,Yes,15,3,4,1,10,3,4,3,3,3,3,0,0.3913,Medium
38,No,Travel_Rarely,1351,Research & Development,25,3,Technical Degree,4,Female,51,3,3,Manufacturing Director,2,Single,6780,3387,2,No,25,4,4,0,6,2,3,3,2,3,3,0,0.12,Low
36,No,Non-Travel,953,Research & Development,23,4,Human Resources,4,Male,31,3,1,Research Scientist,1,Married,3176,26654,3,No,14,3,3,1,11,2,3,4,1,4,4,0,0.3289,Medium
24,Yes,Non-Travel,1304,Research & Development,22,3,Medical,1,Female,47,3,1,Laboratory Technician,4,Married,2140,3733,4,No,25,4,3,0,10,2,3,2,2,2,2,1,0.738,High
22,No,Travel_Frequently,1005,Sales,9,2,Human Resources,1,Male,67,3,3,Sales Executive,3,Single,7775,26385,1,No,19,3,4,0,15,2,4,5,5,4,5,0,0.1103,Low
52,No,Travel_Rarely,1054,Sales,11,1,Medical,4,Female,67,3,3,Sales Executive,4,Single,7431,12414,2,No,19,3,4,1,3,0,3,2,2,2,2,0,0.0574,Low
40,No,Travel_Rarely,764,Research & Development,22,2,Other,2,Male,43,3,4,Manager,4,Single,11660,21075,2,No,22,3,3,0,15,2,4,1,1,1,1,0,0.1153,Low
57,Yes,Travel_Rarely,430,Research & Development,24,3,Marketing,2,Female,85,2,1,Laboratory Technician,2,Single,3387,5862,8,Yes,24,4,4,0,20,3,2,3,3,3,3,1,0.787,High
33,No,Travel_Rarely,1190,Sales,18,3,Medical,2,Male,33,3,3,Sales Executive,3,Single,9338,3579,0,No,15,3,4,2,29,4,3,21,14,7,3,0,0.0867,Low
39,No,Travel_Rarely,832,Human Resources,25,3,Medical,2,Female,78,3,5,Manager,4,Single,19999,12495,0,No,13,4,3,1,21,5,4,2,2,2,2,0,0.0699,Low
39,No,Travel_Rarely,1019,Research & Development,18,2,Medical,3,Female,78,4,1,Research Scientist,3,Married,3201,12153,0,No,25,3,4,1,21,3,3,13,5,12,0,0,0.2145,Low
18,No,Travel_Rarely,1174,Sales,28,4,Life Sciences,4,Female,66,3,2,Sales Representative,3,Single,4439,8046,2,Yes,13,4,3,3,6,5,3,4,4,4,3,0,0.3707,Medium
42,No,Travel_Rarely,840,Research & Development,11,3,Medical,2,Male,67,1,3,Manufacturing Director,3,Married,7974,12098,1,No,22,3,1,0,18,5,2,13,10,8,4,0,0.0431,Low
33,No,Travel_Frequently,690,Research & Development,13,2,Life Sciences,2,Female,64,3,3,Manufacturing Director,3,Single,6061,23356,0,No,25,3,4,0,10,2,3,9,9,5,6,0,0.053,Low
32,No,Travel_Frequently,1273,Research & Development,2,3,Life Sciences,2,Male,67,2,3,Research Scientist,4,Single,6310,2778,0,Yes,20,3,4,2,4,2,4,0,0,0,0,0,0.565,Medium
32,Yes,Travel_Rarely,986,Sales,18,3,Other,4,Female,40,2,3,Sales Executive,3,Single,8436,24716,1,Yes,19,3,4,0,33,4,1,23,18,12,11,1,0.6663,High
39,No,Travel_Rarely,455,Research & Development,12,3,Other,3,Female,64,4,1,Laboratory Technician,3,Single,2938,6189,3,No,14,4,3,3,15,2,2,0,0,0,0,0,0.4924,Medium
43,No,Travel_Rarely,722,Research & Development,7,3,Human Resources,4,Male,58,3,1,Laboratory Technician,3,Married,2255,6334,0,No,15,3,4,1,27,5,3,8,8,8,8,0,0.2267,Low
51,No,Travel_Rarely,964,Research & Development,2,1,Life Sciences,4,Female,76,3,2,Research Scientist,1,Married,3797,19117,0,No,20,3,1,1,16,6,2,11,2,11,8,0,0.0677,Low
45,No,Travel_Frequently,242,Sales,22,3,Medical,4,Male,59,4,2,Sales Representative,4,Single,3602,3753,3,Yes,16,3,4,0,4,3,4,2,2,2,2,0,0.5547,Medium
41,Yes,Travel_Frequently,1417,Research & Development,21,3,Life Sciences,3,Male,84,4,1,Research Scientist,2,Single,2350,18209,0,Yes,11,4,3,0,13,2,2,1,1,1,1,1,0.8186,High
24,No,Travel_Rarely,1429,Research & Development,4,3,Medical,4,Male,68,3,3,Research Scientist,3,Married,6667,23262,4,No,20,3,4,1,7,2,3,7,7,0,7,0,0.0318,Low
27,No,Travel_Rarely,841,Research & Development,22,4,Life Sciences,2,Female,94,3,2,Manufacturing Director,4,Married,4483,25049,1,Yes,13,3,2,1,36,3,4,23,17,7,17,0,0.3414,Medium
45,No,Travel_Rarely,569,Sales,18,3,Medical,3,Female,94,4,2,Sales Executive,3,Married,5578,10157,0,No,15,3,2,0,13,3,3,12,12,12,1,0,0.0395,Low
39,No,Travel_Frequently,980,Research & Development,18,2,Life Sciences,3,Male,94,2,5,Research Director,2,Married,18823,12466,1,No,17,3,4,2,16,3,2,0,0,0,0,0,0.089,Low
48,No,Travel_Rarely,771,Research & Development,24,3,Medical,3,Male,45,4,3,Healthcare Representative,4,Married,6578,4338,5,No,21,3,4,1,17,2,3,13,12,12,13,0,0.0299,Low
47,Yes,Travel_Frequently,847,Research & Development,18,4,Medical,3,Female,36,2,3,Manufacturing Director,4,Married,9592,3665,5,Yes,21,4,3,2,18,1,2,3,3,3,3,1,0.6584,High
37,No,Travel_Rarely,1283,Research & Development,5,3,Marketing,4,Female,36,3,2,Research Scientist,1,Single,5032,13248,0,No,11,3,3,0,12,0,3,11,11,0,11,0,0.0844,Low
30,No,Travel_Frequently,1162,Sales,19,3,Medical,3,Female,38,2,2,Sales Representative,3,Married,4668,17839,2,No,13,4,3,0,8,4,1,0,0,0,0,0,0.1799,Low
43,No,Travel_Rarely,1424,Research & Development,26,2,Human Resources,3,Male,62,2,2,Research Director,2,Divorced,5413,8169,1,No,18,3,4,0,19,2,3,6,6,6,6,0,0.057,Low
34,No,Travel_Frequently,643,Research & Development,1,2,Life Sciences,2,Female,76,2,2,Laboratory Technician,2,Divorced,3813,24026,1,No,25,4,3,0,22,2,4,5,5,2,5,0,0.1128,Low
32,No,Travel_Rarely,684,Research & Development,20,3,Other,2,Female,68,3,3,Research Scientist,3,Married,7783,12297,2,No,14,4,2,1,15,2,4,0,0,0,0,0,0.0231,Low
32,No,Travel_Frequently,1466,Sales,29,4,Medical,4,Male,64,3,3,Sales Executive,4,Divorced,6169,3874,0,Yes,16,3,1,0,12,4,4,5,5,5,4,0,0.2821,Low
30,No,Travel_Frequently,440,Sales,8,3,Life Sciences,3,Female,30,3,3,Sales Executive,4,Married,6704,8057,0,No,23,3,2,1,17,2,3,2,2,2,2,0,0.1445,Low
37,No,Non-Travel,1449,Human Resources,14,4,Life Sciences,4,Female,78,3,5,Manager,4,Divorced,15435,22990,0,No,14,3,3,0,16,0,3,0,0,0,0,0,0.0702,Low
29,No,Travel_Rarely,175,Research & Development,24,3,Life Sciences,3,Female,50,3,2,Research Scientist,4,Single,5500,9045,2,No,24,3,4,0,18,3,3,5,5,5,5,0,0.0336,Low
42,No,Travel_Rarely,1201,Research & Development,23,1,Technical Degree,4,Male,81,3,3,Research Scientist,4,Married,6273,8993,0,No,16,4,4,1,12,1,3,3,3,3,3,0,0.0274,Low
39,No,Travel_Rarely,289,Research & Development,9,3,Marketing,3,Male,85,1,3,Healthcare Representative,4,Married,6671,7267,0,No,15,3,3,0,16,3,3,10,9,5,7,0,0.0728,Low
33,No,Non-Travel,464,Research & Development,5,1,Medical,4,Male,42,4,2,Laboratory Technician,4,Married,3799,4332,2,No,19,3,3,0,13,4,4,11,6,11,0,0,0.0325,Low
40,Yes,Non-Travel,1347,Research & Development,17,2,Life Sciences,4,Female,56,3,2,Laboratory Technician,1,Single,4579,2916,6,No,23,3,4,1,7,6,3,1,1,1,1,1,0.5436,Medium
29,No,Travel_Frequently,1394,Sales,6,3,Medical,4,Female,60,3,5,Manager,2,Married,19971,2391,0,No,21,4,3,0,11,4,4,4,4,2,4,0,0.1118,Low
38,No,Travel_Rarely,1245,Research & Development,23,3,Technical Degree,3,Male,59,4,2,Research Scientist,4,Single,4923,24910,6,No,21,3,2,1,11,3,2,4,4,0,3,0,0.0726,Low
46,No,Travel_Frequently,1103,Research & Development,8,5,Medical,4,Male,77,3,5,Manager,2,Single,18956,11164,9,Yes,21,3,3,3,14,3,4,2,2,2,2,0,0.5418,Medium
60,No,Travel_Rarely,822,Research & Development,20,2,Medical,4,Female,75,3,2,Research Scientist,3,Divorced,4830,23095,0,No,24,4,3,0,16,0,2,6,5,6,6,0,0.0294,Low
31,No,Travel_Rarely,327,Human Resources,18,3,Life Sciences,4,Female,37,3,5,Manager,2,Married,19999,23213,0,Yes,24,3,3,1,12,3,4,8,8,6,0,0,0.3218,Medium
56,No,Travel_Rarely,1181,Research & Development,5,2,Marketing,3,Male,86,2,5,Manager,3,Married,18019,5591,4,No,18,3,4,0,9,3,4,1,1,1,1,0,0.0592,Low
36,No,Travel_Rarely,1167,Research & Development,6,3,Other,3,Female,50,3,2,Laboratory Technician,4,Married,3944,26648,0,No,13,4,1,2,7,3,3,5,5,5,5,0,0.0335,Low
44,No,Travel_Rarely,1432,Sales,18,3,Life Sciences,2,Male,33,3,3,Sales Executive,3,Married,9227,20085,2,No,11,3,3,3,4,4,3,4,4,3,4,0,0.0504,Low
26,No,Travel_Frequently,477,Sales,18,3,Marketing,1,Female,88,4,5,Manager,4,Married,19999,23911,3,No,23,3,2,1,7,3,4,2,2,2,2,0,0.0888,Low
36,No,Travel_Rarely,1280,Research & Development,26,3,Human Resources,4,Male,30,3,2,Laboratory Technician,3,Single,3759,2399,3,No,21,3,3,1,12,3,4,2,2,2,2,0,0.2111,Low
28,No,Travel_Rarely,1472,Sales,4,3,Life Sciences,3,Female,66,1,2,Sales Representative,3,Married,3809,18586,3,No,23,3,4,3,22,5,1,3,2,3,1,0,0.1209,Low
41,Yes,Non-Travel,489,Research & Development,1,3,Medical,4,Male,37,3,1,Healthcare Representative,3,Single,3393,2894,1,Yes,21,3,2,2,12,3,2,4,4,4,4,1,0.726,High
47,Yes,Travel_Rarely,551,Research & Development,5,2,Marketing,4,Male,57,1,1,Laboratory Technician,3,Divorced,2630,24421,0,No,11,3,1,2,12,2,4,2,1,2,2,1,0.7271,High
27,No,Travel_Rarely,723,Sales,19,3,Life Sciences,4,Male,48,3,4,Manager,2,Single,12850,18236,2,No,17,4,3,1,24,1,3,5,0,0,3,0,0.081,Low
45,No,Travel_Rarely,1286,Research & Development,2,3,Life Sciences,3,Female,76,3,2,Healthcare Representative,3,Single,5003,9030,2,No,20,3,3,0,24,1,3,9,6,9,8,0,0.0205,Low
22,No,Travel_Rarely,1326,Sales,8,4,Life Sciences,4,Male,64,4,2,Sales Representative,4,Single,3835,2692,2,No,22,3,3,2,21,2,3,3,3,1,2,0,0.071,Low
45,No,Travel_Rarely,1042,Research & Development,5,3,Medical,3,Male,30,1,2,Research Scientist,1,Married,4696,21264,1,No,24,3,3,0,7,2,3,1,1,1,1,0,0.4234,Medium
35,No,Travel_Frequently,729,Research & Development,22,3,Medical,1,Female,58,4,2,Healthcare Representative,3,Married,4734,12900,2,Yes,12,3,1,2,24,3,4,7,7,3,7,0,0.3542,Medium
43,No,Travel_Rarely,700,Human Resources,27,2,Life Sciences,3,Male,45,4,5,Manager,1,Married,17889,23181,0,No,11,3,4,1,22,1,2,8,8,7,8,0,0.1041,Low
38,No,Travel_Rarely,867,Research & Development,23,5,Marketing,4,Female,73,3,2,Research Scientist,1,Married,4086,3888,0,No,16,3,3,3,5,3,2,2,1,2,2,0,0.2067,Low
36,No,Travel_Rarely,1489,Research & Development,15,3,Life Sciences,3,Male,96,2,2,Research Scientist,4,Married,5430,25120,2,No,23,3,2,0,28,1,3,12,12,0,9,0,0.0632,Low
36,No,Travel_Frequently,1089,Research & Development,10,3,Life Sciences,4,Male,79,4,4,Research Director,3,Married,14056,7782,5,No,13,4,4,1,2,4,3,2,2,2,2,0,0.0484,Low
44,No,Non-Travel,363,Sales,8,2,Life Sciences,4,Male,36,3,5,Manager,2,Divorced,16942,7865,0,No,23,3,3,2,9,5,4,9,9,9,9,0,0.0542,Low
26,Yes,Travel_Rarely,771,Research & Development,17,3,Marketing,3,Female,98,1,1,Laboratory Technician,2,Married,2433,12897,2,No,13,3,3,0,9,4,3,2,2,2,2,1,0.8041,High
25,No,Travel_Frequently,208,Research & Development,27,2,Medical,2,Female,55,4,2,Healthcare Representative,2,Divorced,5211,17241,4,No,24,3,4,3,13,6,3,4,4,4,4,0,0.1309,Low
56,No,Travel_Rarely,1091,Sales,8,4,Medical,4,Female,76,3,5,Manager,4,Single,18500,3945,3,No,13,3,3,0,23,4,3,10,3,10,10,0,0.04,Low
43,No,Travel_Rarely,805,Sales,20,4,Medical,2,Male,98,3,4,Sales Executive,4,Divorced,10848,3302,1,No,14,3,4,0,7,2,4,2,2,2,2,0,0.0644,Low
34,No,Travel_Rarely,798,Research & Development,3,3,Technical Degree,2,Female,60,3,1,Laboratory Technician,3,Married,2207,10673,5,No,23,3,3,0,13,1,4,9,1,9,9,0,0.2153,Low
41,Yes,Travel_Frequently,1357,Sales,24,4,Medical,4,Female,54,2,2,Sales Representative,2,Married,3505,6711,3,Yes,16,4,4,1,10,2,3,3,3,3,3,1,0.7141,High
44,No,Travel_Frequently,505,Research & Development,14,2,Life Sciences,3,Female,36,4,2,Healthcare Representative,1,Divorced,5583,18444,2,No,20,3,4,0,40,2,3,40,14,7,4,0,0.131,Low
22,No,Travel_Rarely,452,Research & Development,3,3,Medical,3,Male,84,3,2,Research Scientist,4,Single,5418,17711,0,No,24,3,3,0,10,2,2,2,2,2,2,0,0.1858,Low
41,No,Travel_Rarely,762,Research & Development,21,2,Medical,3,Male,85,3,5,Research Director,4,Married,15526,24002,0,No,23,4,1,1,1,3,4,1,1,1,1,0,0.0533,Low
47,No,Travel_Rarely,269,Research & Development,18,4,Life Sciences,4,Female,68,3,2,Healthcare Representative,2,Single,5644,7424,0,No,18,3,3,1,9,2,3,4,4,4,4,0,0.0757,Low
39,No,Travel_Rarely,597,Sales,7,3,Life Sciences,4,Male,68,4,5,Manager,2,Single,17951,15707,1,No,12,3,1,2,17,1,2,8,6,5,8,0,0.0739,Low
31,No,Travel_Rarely,587,Sales,14,2,Life Sciences,4,Male,88,4,3,Sales Executive,2,Divorced,7462,14675,0,No,19,3,2,0,23,3,3,20,6,14,13,0,0.0681,Low
27,No,Travel_Rarely,187,Sales,2,4,Medical,3,Male,98,3,2,Sales Representative,2,Single,3717,18501,2,No,18,4,3,2,14,3,3,7,7,5,7,0,0.0732,Low
38,No,Travel_Rarely,784,Research & Development,16,3,Medical,3,Male,92,4,5,Manager,3,Married,17757,5612,1,No,24,3,4,1,22,2,4,5,5,5,5,0,0.0107,Low
36,No,Travel_Rarely,1190,Sales,21,4,Life Sciences,2,Female,38,2,1,Sales Representative,3,Married,2515,14630,4,No,20,3,3,2,16,3,4,9,3,6,4,0,0.275,Low
21,No,Travel_Frequently,1464,Research & Development,14,2,Life Sciences,4,Female,63,3,1,Laboratory Technician,4,Divorced,2278,11226,6,Yes,14,3,3,1,8,2,4,6,6,6,6,0,0.3051,Medium
38,No,Travel_Frequently,1401,Research & Development,9,3,Technical Degree,4,Male,69,3,2,Healthcare Representative,4,Divorced,3720,9878,0,Yes,11,3,3,0,24,2,3,7,7,7,3,0,0.2182,Low
45,No,Travel_Rarely,800,Research & Development,22,4,Medical,4,Female,66,3,2,Healthcare Representative,3,Single,4460,14823,8,No,14,3,3,3,22,2,2,5,5,5,5,0,0.0663,Low
35,Yes,Travel_Rarely,626,Research & Development,9,2,Technical Degree,1,Female,30,2,1,Research Scientist,2,Married,3401,4488,4,No,22,3,3,3,10,1,4,2,2,2,2,1,0.4547,Medium
33,No,Non-Travel,1475,Sales,13,3,Technical Degree,4,Female,46,1,2,Sales Executive,2,Married,4112,11866,1,No,20,3,3,0,11,4,4,9,9,9,9,0,0.1228,Low
39,No,Travel_Rarely,556,Sales,17,2,Medical,4,Female,80,1,3,Sales Executive,3,Divorced,9828,10667,1,Yes,25,3,3,1,4,1,3,4,4,4,1,0,0.3339,Medium
43,No,Travel_Rarely,1401,Research & Development,14,4,Marketing,4,Male,85,4,2,Research Scientist,2,Single,4433,16859,4,No,15,3,4,0,11,6,1,3,3,3,3,0,0.0894,Low
42,Yes,Travel_Rarely,502,Research & Development,15,3,Medical,4,Female,79,3,2,Research Scientist,4,Married,4432,17090,7,Yes,25,3,3,1,0,4,2,0,0,0,0,1,0.7897,High
40,No,Non-Travel,244,Research & Development,26,4,Technical Degree,4,Male,80,3,2,Research Scientist,2,Married,4555,5215,2,No,12,3,4,1,15,2,2,3,3,3,3,0,0.1178,Low
31,No,Travel_Rarely,163,Research & Development,14,3,Medical,2,Male,34,3,2,Laboratory Technician,3,Married,3702,16756,0,No,22,3,2,0,28,3,4,16,11,2,7,0,0.0365,Low
31,No,Non-Travel,387,Sales,26,3,Life Sciences,2,Female,55,3,3,Sales Executive,2,Divorced,7931,13665,1,No,25,4,4,2,8,2,3,0,0,0,0,0,0.176,Low
27,Yes,Travel_Rarely,919,Research & Development,23,2,Medical,1,Male,40,3,2,Healthcare Representative,1,Divorced,5396,19699,2,No,17,4,2,0,16,4,3,1,1,1,1,1,0.5884,Medium
30,No,Non-Travel,249,Sales,28,3,Technical Degree,3,Female,75,3,5,Manager,2,Married,19999,24763,2,No,24,3,2,0,27,3,3,8,8,8,2,0,0.079,Low
42,No,Travel_Frequently,1147,Sales,28,3,Medical,4,Male,82,3,3,Sales Executive,4,Divorced,8373,21937,0,Yes,24,3,3,0,24,1,1,7,7,7,7,0,0.2263,Low
18,No,Travel_Rarely,1022,Sales,5,3,Marketing,4,Female,44,3,3,Sales Executive,4,Single,8082,12430,0,No,20,3,2,2,6,6,2,6,6,6,6,0,0.0714,Low
48,No,Travel_Rarely,1210,Research & Development,11,2,Life Sciences,3,Male,60,3,2,Healthcare Representative,3,Married,3623,16483,1,Yes,25,3,3,0,13,5,3,5,5,5,5,0,0.2379,Low
26,No,Travel_Rarely,323,Research & Development,14,3,Other,3,Female,57,4,1,Research Scientist,4,Married,3307,23391,3,No,15,3,3,2,17,3,4,6,5,1,4,0,0.1222,Low
45,No,Travel_Rarely,729,Research & Development,4,2,Marketing,4,Male,82,2,2,Healthcare Representative,4,Married,5438,23085,1,No,25,3,4,0,21,2,4,7,7,1,5,0,0.0225,Low
46,No,Travel_Rarely,652,Research & Development,27,3,Life Sciences,4,Male,62,3,2,Laboratory Technician,4,Single,3852,24774,3,No,17,3,3,1,11,6,3,5,5,2,5,0,0.0477,Low
41,No,Non-Travel,683,Research & Development,23,3,Medical,3,Male,69,3,3,Manufacturing Director,3,Single,6142,3562,3,No,22,3,2,1,14,3,4,6,4,6,6,0,0.0509,Low
38,No,Travel_Rarely,695,Sales,25,3,Life Sciences,2,Female,86,1,3,Sales Executive,3,Single,8100,8556,2,No,20,3,3,3,13,2,3,0,0,0,0,0,0.0945,Low
44,No,Travel_Rarely,276,Research & Development,22,4,Marketing,4,Male,53,2,1,Research Scientist,3,Married,2104,14697,2,No,15,3,2,2,22,5,4,4,1,4,4,0,0.2144,Low
34,Yes,Travel_Rarely,1477,Research & Development,17,2,Life Sciences,4,Male,91,2,2,Research Scientist,2,Married,5233,21083,0,Yes,25,3,1,2,21,3,4,4,3,2,4,1,0.7304,High
25,No,Travel_Rarely,708,Sales,1,3,Life Sciences,3,Male,42,3,2,Sales Executive,3,Single,4774,18249,1,Yes,20,3,2,0,17,3,3,10,2,1,7,0,0.3856,Medium
32,No,Travel_Frequently,1122,Research & Development,18,2,Medical,3,Female,34,3,2,Healthcare Representative,3,Divorced,4536,5651,2,No,25,3,2,0,11,4,4,2,2,2,2,0,0.1744,Low
35,No,Travel_Frequently,699,Research & Development,18,3,Life Sciences,3,Male,48,3,2,Research Scientist,3,Married,4030,20328,1,No,12,3,4,0,11,5,3,10,8,6,6,0,0.0524,Low
46,No,Travel_Rarely,1291,Research & Development,13,1,Life Sciences,3,Female,50,3,2,Healthcare Representative,4,Single,4241,21775,2,No,14,3,4,1,20,3,3,5,5,5,5,0,0.0314,Low
49,No,Travel_Frequently,405,Sales,5,1,Life Sciences,3,Female,86,3,2,Sales Representative,4,Divorced,3826,17815,0,No,22,3,4,0,14,3,3,7,7,2,5,0,0.0849,Low
41,No,Travel_Frequently,732,Research & Development,14,3,Life Sciences,1,Male,65,2,2,Research Scientist,3,Divorced,5874,13226,2,Yes,24,4,4,1,15,1,4,0,0,0,0,0,0.5468,Medium
40,No,Travel_Rarely,574,Sales,9,5,Life Sciences,2,Male,59,3,3,Sales Executive,4,Married,6860,2625,3,No,11,3,3,1,27,2,3,11,4,2,8,0,0.0385,Low
43,No,Travel_Frequently,584,Research & Development,20,2,Life Sciences,1,Female,40,3,4,Research Director,3,Divorced,14290,17487,5,Yes,11,3,3,0,19,1,3,5,1,5,3,0,0.3545,Medium
